Transaction,Asset Url,Asset Name,Price,From Name,From Url,To Name,To Url
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8045,Outcast 8045,"$2,825.11",Snowsledge,https://opensea.io/Snowsledge,Driox,https://opensea.io/Driox
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11024,Wassie 11024,"$2,456.62",Buck2pointO,https://opensea.io/Buck2pointO,Ribatejano,https://opensea.io/Ribatejano
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3255,Wassie 3255,"$2,866.05",MEKA-BEN,https://opensea.io/MEKA-BEN,3peacesuit,https://opensea.io/3peacesuit
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10607,Wassie 10607,"$2,415.67",Hornbill_0810,https://opensea.io/Hornbill_0810,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4214,Wassie 4214,"$2,456.62",dimmy,https://opensea.io/dimmy,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3183,Wassie 3183,"$2,443.92",OptiMatze,https://opensea.io/OptiMatze,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/73,Wassie 73,"$2,210.95",david_vp,https://opensea.io/david_vp,0x37dd73,https://opensea.io/0x37dd73
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10852,Wassie 10852,"$2,456.62",DxftCrxpt,https://opensea.io/DxftCrxpt,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3759,Wassie 3759,"$2,620.39",matrix68,https://opensea.io/matrix68,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3787,Wassie 3787,"$2,415.67",Admiral1,https://opensea.io/Admiral1,delfabz,https://opensea.io/delfabz
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3251,Wassie 3251,"$2,866.05",MEKA-BEN,https://opensea.io/MEKA-BEN,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4240,Wassie 4240,"$2,825.11",tax,https://opensea.io/tax,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9409,Wassie 9409,"$2,415.67",JJJ312,https://opensea.io/JJJ312,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3450,Wassie 3450,"$2,415.67",NYC_NFT,https://opensea.io/NYC_NFT,zzzzzzzzzzzzzzzzzzzzz...,https://opensea.io/zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4209,Outcast 4209,"$4,094.36",OSPirates,https://opensea.io/OSPirates,9A59F8,https://opensea.io/0x9a59f8774fcf431d11fcbc466febe55ab5b8da4a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11880,Wassie 11880,"$2,866.05",BD2C15,https://opensea.io/0xbd2c152256f33805c8581c7dd6f68dbde150994a,CommonTrashCollector,https://opensea.io/CommonTrashCollector
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2082,Wassie 2082,"$2,251.90",coIIect,https://opensea.io/coIIect,j0k9r,https://opensea.io/j0k9r
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2052,Wassie 2052,"$2,411.58",0xd09c,https://opensea.io/0xd09c,320E10,https://opensea.io/0x320e106911109efa4223b99fd1a5f7aaad863717
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4412,Wassie 4412,"$2,251.90",gbh,https://opensea.io/gbh,j0k9r,https://opensea.io/j0k9r
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/526,Wassie 526,"$2,251.90",X0502,https://opensea.io/X0502,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10768,Wassie 10768,"$2,047.18",ArthLou21,https://opensea.io/ArthLou21,SpencerW,https://opensea.io/SpencerW
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8314,Wassie 8314,"$2,047.18",lapin_mort,https://opensea.io/lapin_mort,4F94FA,https://opensea.io/0x4f94fa697f4eaa8c25a097fa0c9d254cdb114465
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4594,Wassie 4594,"$2,088.12",Sofiaaa,https://opensea.io/Sofiaaa,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/6,Wassie 6,"$2,047.18",MATscientist,https://opensea.io/MATscientist,2d27729,https://opensea.io/2d27729
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4565,Wassie 4565,"$2,026.71",poor_beggar,https://opensea.io/poor_beggar,2d27729,https://opensea.io/2d27729
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/440,Wassie 440,"$2,046.77",Kbeau93,https://opensea.io/Kbeau93,2d27729,https://opensea.io/2d27729
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9517,Wassie 9517,"$2,006.24",464A4C,https://opensea.io/0x464a4cc807aeec9ee71bbd1a510c2356af351bee,irate,https://opensea.io/irate
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9513,Wassie 9513,"$2,006.24",464A4C,https://opensea.io/0x464a4cc807aeec9ee71bbd1a510c2356af351bee,SpencerW,https://opensea.io/SpencerW
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4505,Wassie 4505,"$2,006.24",0xProfitMaxi,https://opensea.io/0xProfitMaxi,0x37dd73,https://opensea.io/0x37dd73
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9515,Wassie 9515,"$2,006.24",464A4C,https://opensea.io/0x464a4cc807aeec9ee71bbd1a510c2356af351bee,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12344,Wassie 12344,"$2,407.48",mayoi1,https://opensea.io/mayoi1,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4214,Wassie 4214,"$2,456.62",dimmy,https://opensea.io/dimmy,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3183,Wassie 3183,"$2,443.92",OptiMatze,https://opensea.io/OptiMatze,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/73,Wassie 73,"$2,210.95",david_vp,https://opensea.io/david_vp,0x37dd73,https://opensea.io/0x37dd73
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10852,Wassie 10852,"$2,456.62",DxftCrxpt,https://opensea.io/DxftCrxpt,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10607,Wassie 10607,"$2,415.67",Hornbill_0810,https://opensea.io/Hornbill_0810,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3759,Wassie 3759,"$2,620.39",matrix68,https://opensea.io/matrix68,C35C8D,https://opensea.io/0xc35c8d48553f02d0cded9a1eac241c4d628762f1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3787,Wassie 3787,"$2,415.67",Admiral1,https://opensea.io/Admiral1,delfabz,https://opensea.io/delfabz
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4594,Wassie 4594,"$2,088.12",Sofiaaa,https://opensea.io/Sofiaaa,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/579,Wassie 579,"$2,006.24",zzzzzzzzzzzzzzzzzzzzz...,https://opensea.io/zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,2d27729,https://opensea.io/2d27729
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/1211,Wassie 1211,"$1,922.30",8BEC7A,https://opensea.io/0x8bec7ac149f0c28a0dd4d1cc32f323d115f07749,j0k9r,https://opensea.io/j0k9r
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2672,Wassie 2672,"$2,047.18",rollsmorr_vault,https://opensea.io/rollsmorr_vault,Cat_Dad,https://opensea.io/Cat_Dad
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4161,Wassie 4161,"$2,006.24",621ADE,https://opensea.io/0x621ade4fa795f4cf18f713a98961271bbd540611,ETHGenerator,https://opensea.io/ETHGenerator
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2412,Wassie 2412,"$2,374.73",TheRealAgent007,https://opensea.io/TheRealAgent007,B8B9D3,https://opensea.io/0xb8b9d31950bce0ea8c7250e6c141192c4dc45c38
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3303,Wassie 3303,"$2,129.07",1D1503,https://opensea.io/0x1d1503479f7b0dc767cff26b2e3d232f2bddf483,OldDude,https://opensea.io/OldDude
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/7982,Wassie 7982,"$1,842.46",8D012C,https://opensea.io/0x8d012c274936d72df2085ab89cc9c8e8247aa1ea,B8B9D3,https://opensea.io/0xb8b9d31950bce0ea8c7250e6c141192c4dc45c38
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/1128,Wassie 1128,"$2,251.86",slaughterhouse5,https://opensea.io/slaughterhouse5,dreesuschrist,https://opensea.io/dreesuschrist
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2671,Wassie 2671,"$2,047.18",rollsmorr_vault,https://opensea.io/rollsmorr_vault,B7546D,https://opensea.io/0xb7546d1b04151e1e96d38275af66eaf984fdad2a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10003,Wassie 10003,"$2,047.18",herr0x,https://opensea.io/herr0x,Triple_Sevens,https://opensea.io/Triple_Sevens
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10823,Wassie 10823,"$1,941.55",sangrejoven,https://opensea.io/sangrejoven,1162FC,https://opensea.io/0x1162fc480046f844105d36627293748a484b8a2b
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11855,Wassie 11855,"$1,965.29",320E10,https://opensea.io/0x320e106911109efa4223b99fd1a5f7aaad863717,2d27729,https://opensea.io/2d27729
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/6,Wassie 6,"$2,047.18",MATscientist,https://opensea.io/MATscientist,2d27729,https://opensea.io/2d27729
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4565,Wassie 4565,"$2,026.71",poor_beggar,https://opensea.io/poor_beggar,2d27729,https://opensea.io/2d27729
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/440,Wassie 440,"$2,046.77",Kbeau93,https://opensea.io/Kbeau93,2d27729,https://opensea.io/2d27729
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8314,Wassie 8314,"$2,047.18",lapin_mort,https://opensea.io/lapin_mort,4F94FA,https://opensea.io/0x4f94fa697f4eaa8c25a097fa0c9d254cdb114465
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9517,Wassie 9517,"$2,006.24",464A4C,https://opensea.io/0x464a4cc807aeec9ee71bbd1a510c2356af351bee,irate,https://opensea.io/irate
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9513,Wassie 9513,"$2,006.24",464A4C,https://opensea.io/0x464a4cc807aeec9ee71bbd1a510c2356af351bee,SpencerW,https://opensea.io/SpencerW
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/59,Wassie 59,"$1,842.46",0x6,https://opensea.io/0x6,metaversehodl,https://opensea.io/metaversehodl
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4329,Wassie 4329,"$1,842.46",hot-maffs,https://opensea.io/hot-maffs,NFTmania,https://opensea.io/NFTmania
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2090,Wassie 2090,"$1,842.46",Runouni,https://opensea.io/Runouni,BB9E12,https://opensea.io/0xbb9e1294a952b35e231d52f41b37ec47edc9edb1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4349,Wassie 4349,"$1,842.46",hot-maffs,https://opensea.io/hot-maffs,B7546D,https://opensea.io/0xb7546d1b04151e1e96d38275af66eaf984fdad2a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11005,Wassie 11005,"$1,719.63",fxnctionArt,https://opensea.io/fxnctionArt,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/590,Wassie 590,"$2,047.18",josR,https://opensea.io/josR,HuangStorage,https://opensea.io/HuangStorage
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/953,Wassie 953,"$2,006.24",Joked507,https://opensea.io/Joked507,F4A838,https://opensea.io/0xf4a838260e11551c29d9dee4b0c71f17bf1385cb
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2413,Outcast 2413,"$8,188.72",TheRealAgent007,https://opensea.io/TheRealAgent007,justanotherWassie,https://opensea.io/justanotherWassie
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12149,Wassie 12149,"$2,047.18",SeasTheDay777,https://opensea.io/SeasTheDay777,Crypto-Bird420,https://opensea.io/Crypto-Bird420
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8117,Wassie 8117,"$2,006.24",NFTbaguette,https://opensea.io/NFTbaguette,Bluecar,https://opensea.io/Bluecar
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11929,Outcast 11929,"$2,825.11",FluxVault,https://opensea.io/FluxVault,83fdhsx,https://opensea.io/83fdhsx
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/1211,Wassie 1211,"$1,396.59",ayapunk,https://opensea.io/ayapunk,8BEC7A,https://opensea.io/0x8bec7ac149f0c28a0dd4d1cc32f323d115f07749
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4161,Wassie 4161,"$2,006.24",621ADE,https://opensea.io/0x621ade4fa795f4cf18f713a98961271bbd540611,ETHGenerator,https://opensea.io/ETHGenerator
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2412,Wassie 2412,"$2,374.73",TheRealAgent007,https://opensea.io/TheRealAgent007,B8B9D3,https://opensea.io/0xb8b9d31950bce0ea8c7250e6c141192c4dc45c38
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3303,Wassie 3303,"$2,129.07",1D1503,https://opensea.io/0x1d1503479f7b0dc767cff26b2e3d232f2bddf483,OldDude,https://opensea.io/OldDude
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/7982,Wassie 7982,"$1,842.46",8D012C,https://opensea.io/0x8d012c274936d72df2085ab89cc9c8e8247aa1ea,B8B9D3,https://opensea.io/0xb8b9d31950bce0ea8c7250e6c141192c4dc45c38
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2672,Wassie 2672,"$2,047.18",rollsmorr_vault,https://opensea.io/rollsmorr_vault,Cat_Dad,https://opensea.io/Cat_Dad
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/1128,Wassie 1128,"$2,251.86",slaughterhouse5,https://opensea.io/slaughterhouse5,dreesuschrist,https://opensea.io/dreesuschrist
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2671,Wassie 2671,"$2,047.18",rollsmorr_vault,https://opensea.io/rollsmorr_vault,B7546D,https://opensea.io/0xb7546d1b04151e1e96d38275af66eaf984fdad2a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4349,Wassie 4349,"$1,842.46",hot-maffs,https://opensea.io/hot-maffs,B7546D,https://opensea.io/0xb7546d1b04151e1e96d38275af66eaf984fdad2a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4324,Wassie 4324,"$1,842.46",hot-maffs,https://opensea.io/hot-maffs,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2349,Wassie 2349,"$2,251.90",6E6822,https://opensea.io/0x6e682225a2e189db5bfe5b8227436f3b43512f18,MarcusBroady,https://opensea.io/MarcusBroady
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11489,Wassie 11489,"$2,006.24",russiancreampack,https://opensea.io/russiancreampack,JLUD_Designs,https://opensea.io/JLUD_Designs
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3072,Wassie 3072,"$2,251.90",Heyhihello,https://opensea.io/Heyhihello,Mr_hindsight2020,https://opensea.io/Mr_hindsight2020
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/809,Wassie 809,"$2,116.37",MTTN,https://opensea.io/MTTN,09C47B,https://opensea.io/0x09c47b3580b8888d511f30957fcf22d88ffdd57b
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12256,Wassie 12256,"$2,456.62",SimpQueenBurner,https://opensea.io/SimpQueenBurner,Wilmerfud,https://opensea.io/Wilmerfud
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/832,Wassie 832,"$2,251.90",0xProfitMaxi,https://opensea.io/0xProfitMaxi,Mr_hindsight2020,https://opensea.io/Mr_hindsight2020
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2079,Wassie 2079,"$2,780.07",david_vp,https://opensea.io/david_vp,0A266D,https://opensea.io/0x0a266d7152adddd4373c1f98697d12dcad36e42b
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9579,Wassie 9579,"$2,047.18",0xBbAA,https://opensea.io/0xBbAA,0DD1BA,https://opensea.io/0x0dd1ba0cd667d6cbadbb55ecef82a3f8486c10ee
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2637,Wassie 2637,"$2,047.18",mkrdkfliker,https://opensea.io/mkrdkfliker,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4269,Wassie 4269,"$2,001.32",6E6822,https://opensea.io/0x6e682225a2e189db5bfe5b8227436f3b43512f18,E957B0,https://opensea.io/0xe957b0829c6ae6ac461d7365b7927e1ff604114b
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10822,Wassie 10822,"$2,251.90",NFTbaguette,https://opensea.io/NFTbaguette,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11005,Wassie 11005,"$1,719.63",fxnctionArt,https://opensea.io/fxnctionArt,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/590,Wassie 590,"$2,047.18",josR,https://opensea.io/josR,HuangStorage,https://opensea.io/HuangStorage
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/953,Wassie 953,"$2,006.24",Joked507,https://opensea.io/Joked507,F4A838,https://opensea.io/0xf4a838260e11551c29d9dee4b0c71f17bf1385cb
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2090,Wassie 2090,"$1,842.46",Runouni,https://opensea.io/Runouni,BB9E12,https://opensea.io/0xbb9e1294a952b35e231d52f41b37ec47edc9edb1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2413,Outcast 2413,"$8,188.72",TheRealAgent007,https://opensea.io/TheRealAgent007,justanotherWassie,https://opensea.io/justanotherWassie
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12149,Wassie 12149,"$2,047.18",SeasTheDay777,https://opensea.io/SeasTheDay777,Crypto-Bird420,https://opensea.io/Crypto-Bird420
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3139,Wassie 3139,"$2,452.52",398738,https://opensea.io/0x398738f63ad44302c5c4e718bdab6c1da2a11cf1,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11530,Wassie 11530,"$2,170.01",0xd09c,https://opensea.io/0xd09c,9546AB,https://opensea.io/0x9546ab7ba566e1e61d5a60b19538ced35f5ccb12
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10079,Wassie 10079,"$2,251.90",NFTbaguette,https://opensea.io/NFTbaguette,9546AB,https://opensea.io/0x9546ab7ba566e1e61d5a60b19538ced35f5ccb12
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10050,Wassie 10050,"$2,251.90",Cryptino,https://opensea.io/Cryptino,KawaiiNFTs,https://opensea.io/KawaiiNFTs
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/114,Wassie 114,"$2,047.18",raptors_fan,https://opensea.io/raptors_fan,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4401,Wassie 4401,"$2,006.24",EA149C,https://opensea.io/0xea149c86f5cabe60095c9e7eba63ca507913eb2b,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4229,Wassie 4229,"$2,661.33",JSP_NFT_COLLECTION,https://opensea.io/JSP_NFT_COLLECTION,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9899,Wassie 9899,"$2,006.23",woof-woof-woof,https://opensea.io/woof-woof-woof,9546AB,https://opensea.io/0x9546ab7ba566e1e61d5a60b19538ced35f5ccb12
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2238,Wassie 2238,"$2,047.18",ProbablyNothing_OnlyE...,https://opensea.io/ProbablyNothing_OnlyEth,9546AB,https://opensea.io/0x9546ab7ba566e1e61d5a60b19538ced35f5ccb12
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10536,Wassie 10536,"$2,046.36",QualityBlockShop,https://opensea.io/QualityBlockShop,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4196,Wassie 4196,"$3,070.77",raiin,https://opensea.io/raiin,9546AB,https://opensea.io/0x9546ab7ba566e1e61d5a60b19538ced35f5ccb12
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2747,Wassie 2747,"$2,088.12",C3A8A1,https://opensea.io/0xc3a8a1100ca79fb3b58b70a584802e10244b3f63,4E9057,https://opensea.io/0x4e9057b9e52e4a96d4e17f6d7073ffc119a1983a
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3072,Wassie 3072,"$2,251.90",Heyhihello,https://opensea.io/Heyhihello,Mr_hindsight2020,https://opensea.io/Mr_hindsight2020
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/809,Wassie 809,"$2,116.37",MTTN,https://opensea.io/MTTN,09C47B,https://opensea.io/0x09c47b3580b8888d511f30957fcf22d88ffdd57b
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12256,Wassie 12256,"$2,456.62",SimpQueenBurner,https://opensea.io/SimpQueenBurner,Wilmerfud,https://opensea.io/Wilmerfud
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/832,Wassie 832,"$2,251.90",0xProfitMaxi,https://opensea.io/0xProfitMaxi,Mr_hindsight2020,https://opensea.io/Mr_hindsight2020
